Year,Tow#,Sample.ID,Otolith.ID,MQ.code,ID.checked,Greater.than.three.specimens,correct ID (from phylogenetic tree),Comment
2022,14,2022_14_234_4,Lycodapus mandibularis,L.mandibularis_2022_T14_4,Yes,Yes,,
2022,14,2022_14_234_5,Lycodapus mandibularis,L.mandibularis_2022_T14_5,Yes,Yes,,
2022,14,2022_14_234_6,Lycodapus mandibularis,L.mandibularis_2022_T14_6,Yes,Yes,,
2022,14,2022_14_234_7,Lycodapus mandibularis,L.mandibularis_2022_T14_7,Yes,Yes,,
2022,14,2022_14_234_8,Lycodapus mandibularis,L.mandibularis_2022_T14_8,Yes,Yes,,
2022,21,2022_21_UNK_1,Melamphaes lugubris,M.lugubris_2022_T21_1,Yes,No,,
2022,21,2022_21_UNK_2,Melamphaes lugubris,M.lugubris_2022_T21_2,Yes,No,,
2022,15,2022_15_UNK_1,Nansenia candida,N.candida_2022_T15_1,Yes,Yes,,
2022,15,2022_15_UNK_2,Nansenia candida,N.candida_2022_T15_2,Yes,Yes,,
2022,17,2022_17_136_1,Nansenia candida,N.candida_2022_T17_1,Yes,Yes,,
2022,17,2022_17_136_2,Nansenia candida,N.candida_2022_T17_2,Yes,Yes,,
2022,17,2022_17_136_3,Nansenia candida,N.candida_2022_T17_3,Yes,Yes,,
2022,18,2022_18_152_1,Nansenia candida,N.candida_2022_T18_1,Yes,Yes,,
2022,18,2022_18_152_2,Nansenia candida,N.candida_2022_T18_2,Yes,Yes,,
2022,18,2022_18_152_3,Nansenia candida,N.candida_2022_T18_3,Yes,Yes,,
2022,18,2022_18_152_4,Nansenia candida,N.candida_2022_T18_4,Yes,Yes,,
2022,18,2022_18_152_5,Nansenia candida,N.candida_2022_T18_5,Yes,Yes,,
2022,18,2022_18_842_1,Nansenia candida,N.candida_2022_T18_1,Yes,Yes,,
2022,20,2022_20_136_1,Nansenia candida,N.candida_2022_T20_1,Yes,Yes,,
2022,20,2022_20_136_2,Nansenia candida,N.candida_2022_T20_2,Yes,Yes,,
2022,21,2022_21_136_1,Nansenia candida,N.candida_2022_T21_1,Yes,Yes,,
2021,18,2021_13_18_197_4,Notoscopelus,N.sp_2021_T18_1,Yes,No,,
2021,MQ,2021_MQ_196_1,Protomyctophum thompsoni,P.thompsoni_2021_MQ_1,Yes,No,,
2021,MQ,2021_MQ_196_2,Protomyctophum thompsoni,P.thompsoni_2021_MQ_2,No,NA,,the barcoding on this specimen failed; if you're confident with the ID you can call it P. thompsoni
2021,MQ,2021_MQ_196_3,Protomyctophum thompsoni,P.thompsoni_2021_MQ_3,Yes,No,,
2022,15,2022_15_152_1,Pseudobathylagus milleri,P.milleri_2022_T15_1,Yes,Yes,,
2022,15,2022_15_152_3,Pseudobathylagus milleri,P.milleri_2022_T15_2,Yes,Yes,,
2022,21,2022_21_152_2,Pseudobathylagus milleri,P.milleri_2022_T21_1,No,NA,,"the barcoding failed twice on this specimen, so there is no barcode"
2022,21,2022_21_152_4,Pseudobathylagus milleri,P.milleri_2022_T21_2,No,NA,,"the barcoding failed twice on this specimen, so there is no barcode"
2022,21,2022_21_152_7,Pseudobathylagus milleri,P.milleri_2022_T21_3,Yes,Yes,,
2022,21,2022_21_152_8,Pseudobathylagus milleri,P.milleri_2022_T21_4,Yes,Yes,,
2021,18,2021_13_18_173_1_a,Sagamichthys abei,S.abei_2021_T18_1,Yes,No,,
2021,18,2021_13_18_173_1_b,Sagamichthys abei,S.abei_2021_T18_2,Yes,No,,
2022,17,2022_17_152_1,Sagamichthys abei,S.abei_2022_T17_1,Yes,No,,
2021,12,2021_13_12_178_1,Sigmops elongatus,S.elongatus_2021_T12_1,No,No,,"this groups with other gonostomid, but as you've mentioned, we don't really know what species it is"
2021,1,2021_13_1_185_1,Stenobrachius leucopsarus,S.leucopsarus_2021_T1_1,Yes,Yes,,
2021,1,2021_13_1_185_2,Stenobrachius leucopsarus,S.leucopsarus_2021_T1_2,Yes,Yes,,
2021,1,2021_13_1_185_4,Stenobrachius leucopsarus,S.leucopsarus_2021_T1_3,Yes,Yes,,
2021,12,2021_13_12_185_11,Stenobrachius leucopsarus,S.leucopsarus_2021_T12_1,Yes,Yes,,
2021,12,2021_13_12_189_6,Stenobrachius leucopsarus,S.leucopsarus_2021_T12_2,Yes,Yes,,
2021,13,2021_13_13_197_1,Stenobrachius leucopsarus,S.leucopsarus_2021_T13_1,Yes,Yes,,
2021,13,2021_13_13_197_10,Stenobrachius leucopsarus,S.leucopsarus_2021_T13_5,Yes,Yes,,
2021,13,2021_13_13_197_4,Stenobrachius leucopsarus,S.leucopsarus_2021_T13_2,Yes,Yes,,
2021,13,2021_13_13_197_6,Stenobrachius leucopsarus,S.leucopsarus_2021_T13_3,Yes,Yes,,
2021,13,2021_13_13_197_7,Stenobrachius leucopsarus,S.leucopsarus_2021_T13_4,Yes,Yes,,
2021,18,2021_13_18_197_2,Stenobrachius leucopsarus,S.leucopsarus_2021_T18_1,Yes,Yes,,
2021,18,2021_13_18_197_3,Stenobrachius leucopsarus,S.leucopsarus_2021_T18_2,Yes,Yes,,
2021,18,2021_13_18_197_5,Stenobrachius leucopsarus,S.leucopsarus_2021_T18_3,Yes,Yes,,
2021,18,2021_13_18_197_6,Stenobrachius leucopsarus,S.leucopsarus_2021_T18_4,Yes,Yes,,
2021,18,2021_13_18_197_7,Stenobrachius leucopsarus,S.leucopsarus_2021_T18_5,No,NA,,barcoding failed on this specimen
2021,2,2021_13_2_185_1,Stenobrachius leucopsarus,S.leucopsarus_2021_T2_1,Yes,Yes,,
2021,2,2021_13_2_185_10,Stenobrachius leucopsarus,S.leucopsarus_2021_T2_8,Yes,Yes,,
2021,2,2021_13_2_185_2,Stenobrachius leucopsarus,S.leucopsarus_2021_T2_2,Yes,Yes,,
2021,2,2021_13_2_185_4,Stenobrachius leucopsarus,S.leucopsarus_2021_T2_3,Yes,Yes,,
2021,2,2021_13_2_185_5,Stenobrachius leucopsarus,S.leucopsarus_2021_T2_4,Yes,Yes,,
2021,2,2021_13_2_185_7,Stenobrachius leucopsarus,S.leucopsarus_2021_T2_5,Yes,Yes,,
2021,2,2021_13_2_185_8,Stenobrachius leucopsarus,S.leucopsarus_2021_T2_6,Yes,Yes,,
2021,2,2021_13_2_185_9,Stenobrachius leucopsarus,S.leucopsarus_2021_T2_7,Yes,Yes,,
2021,3,2021_13_3_185_1,Stenobrachius leucopsarus,S.leucopsarus_2021_T3_1,Yes,Yes,,
2021,4,2021_13_4_185_1,Stenobrachius leucopsarus,S.leucopsarus_2021_T4_1,Yes,Yes,,
2021,4,2021_13_4_185_10,Stenobrachius leucopsarus,S.leucopsarus_2021_T4_10,Yes,Yes,,
2021,4,2021_13_4_185_11,Stenobrachius leucopsarus,S.leucopsarus_2021_T4_11,Yes,Yes,,
2021,4,2021_13_4_185_12,Stenobrachius leucopsarus,S.leucopsarus_2021_T4_12,No,NA,,this specimen wasn't barcoded
2021,4,2021_13_4_185_2,Stenobrachius leucopsarus,S.leucopsarus_2021_T4_2,Yes,Yes,,
2021,4,2021_13_4_185_3,Stenobrachius leucopsarus,S.leucopsarus_2021_T4_3,Yes,Yes,,
2021,4,2021_13_4_185_4,Stenobrachius leucopsarus,S.leucopsarus_2021_T4_4,Yes,Yes,,
2021,4,2021_13_4_185_5,Stenobrachius leucopsarus,S.leucopsarus_2021_T4_5,Yes,Yes,,
2021,4,2021_13_4_185_6,Stenobrachius leucopsarus,S.leucopsarus_2021_T4_6,Yes,Yes,,
2021,4,2021_13_4_185_7,Stenobrachius leucopsarus,S.leucopsarus_2021_T4_7,Yes,Yes,,
2021,4,2021_13_4_185_8,Stenobrachius leucopsarus,S.leucopsarus_2021_T4_8,Yes,Yes,,
2021,4,2021_13_4_185_9,Stenobrachius leucopsarus,S.leucopsarus_2021_T4_9,Yes,Yes,,
2021,MQ,2021_MQ_198_1,Stenobrachius leucopsarus,S.leucopsarus_2021_MQ_1,No,NA,,the barcoding failedfor this specimen
2021,MQ,2021_MQ_198_2,Stenobrachius leucopsarus,S.leucopsarus_2021_MQ_2,Yes,Yes,,
2021,MQ,2021_MQ_198_3A,Stenobrachius leucopsarus,S.leucopsarus_2021_MQ_3,Yes,Yes,,
2022,19,2022_19_199_1,Stenobrachius leucopsarus,Ignore,No,NA,,
2022,20,2022_20_197_3,Stenobrachius leucopsarus,S.leucopsarus_2022_T20_1,Yes,Yes,,
2022,21,2022_21_199_1,Stenobrachius nannochir,Ignore,No,NA,,
2022,21,2022_21_199_2,Stenobrachius nannochir,Ignore,No,NA,,
2022,21,2022_21_199_3,Stenobrachius nannochir,Ignore,No,NA,,
2022,21,2022_21_196_3,Stenobrachius sp.,Ignore,No,NA,,
2021,1,2021_13_1_185_3,Symbolophorus californiensis,S.californiensis_2021_T1_1,Yes,Yes,,
2021,18,2021_13_18_197_8,Symbolophorus californiensis,S.californiensis_2021_T18_1,No,NA,,the barcoding failedfor this specimen
2021,MQ,2021_MQ_200_1,Symbolophorus californiensis,S.californiensis_2021_MQ_1,No,NA,,the barcoding failedfor this specimen
2021,MQ,2021_MQ_200_2,Symbolophorus californiensis,S.californiensis_2021_MQ_2,Yes,Yes,,
2021,MQ,2021_MQ_200_3,Symbolophorus californiensis,S.californiensis_2021_MQ_3,Yes,Yes,,
2021,MQ,2021_MQ_200_4,Symbolophorus californiensis,S.californiensis_2021_MQ_4,Yes,Yes,,
2022,21,2022_21_196_1,Symbolophorus californiensis,S.californiensis_2022_T21_1,Yes,Yes,,
2021,12,2021_13_12_843_1,Tactostoma macropus,T.macropus_2021_T12_1,Yes,Yes,,
2021,13,2021_13_13_167_1,Tactostoma macropus,T.macropus_2021_T13_1,Yes,Yes,,
2021,13,2021_13_13_167_10,Tactostoma macropus,T.macropus_2021_T13_10,Yes,Yes,,
2021,13,2021_13_13_167_11,Tactostoma macropus,T.macropus_2021_T13_11,Yes,Yes,,
2021,13,2021_13_13_167_12,Tactostoma macropus,T.macropus_2021_T13_12,Yes,Yes,,
2021,13,2021_13_13_167_2,Tactostoma macropus,T.macropus_2021_T13_2,Yes,Yes,,
2021,13,2021_13_13_167_3,Tactostoma macropus,T.macropus_2021_T13_3,Yes,Yes,,
2021,13,2021_13_13_167_4,Tactostoma macropus,T.macropus_2021_T13_4,Yes,Yes,,
2021,13,2021_13_13_167_5,Tactostoma macropus,T.macropus_2021_T13_5,Yes,Yes,,
2021,13,2021_13_13_167_6,Tactostoma macropus,T.macropus_2021_T13_6,Yes,Yes,,
2021,13,2021_13_13_167_7,Tactostoma macropus,T.macropus_2021_T13_7,Yes,Yes,,
2021,13,2021_13_13_167_8,Tactostoma macropus,T.macropus_2021_T13_8,Yes,Yes,,
2021,13,2021_13_13_167_9,Tactostoma macropus,T.macropus_2021_T13_9,Yes,Yes,,
2021,18,2021_13_18_167_1,Tactostoma macropus,T.macropus_2021_T18_1,Yes,Yes,,
2021,18,2021_13_18_167_2,Tactostoma macropus,T.macropus_2021_T18_2,Yes,Yes,,
2021,18,2021_13_18_167_3,Tactostoma macropus,T.macropus_2021_T18_3,Yes,Yes,,
2021,18,2021_13_18_167_4,Tactostoma macropus,T.macropus_2021_T18_4,Yes,Yes,,
2021,18,2021_13_18_167_5,Tactostoma macropus,T.macropus_2021_T18_5,Yes,Yes,,
2021,1,2021_13_1_185_5,Tarletonbeania crenularis,T.crenularis_2021_T1_1,Yes,Yes,,
2022,18,2022_18_202_1,Tarletonbeania crenularis,T.crenularis_2022_T18_1,Yes,Yes,,
2022,18,2022_18_202_10,Tarletonbeania crenularis,T.crenularis_2022_T18_10,Yes,Yes,,
2022,18,2022_18_202_2,Tarletonbeania crenularis,T.crenularis_2022_T18_2,Yes,Yes,,
2022,18,2022_18_202_3,Tarletonbeania crenularis,T.crenularis_2022_T18_3,Yes,Yes,,
2022,18,2022_18_202_4,Tarletonbeania crenularis,T.crenularis_2022_T18_4,Yes,Yes,,
2022,18,2022_18_202_5,Tarletonbeania crenularis,T.crenularis_2022_T18_5,Yes,Yes,,
2022,18,2022_18_202_6,Tarletonbeania crenularis,T.crenularis_2022_T18_6,Yes,Yes,,
2022,18,2022_18_202_7,Tarletonbeania crenularis,T.crenularis_2022_T18_7,Yes,Yes,,
2022,18,2022_18_202_8,Tarletonbeania crenularis,T.crenularis_2022_T18_8,Yes,Yes,,
2022,18,2022_18_202_9,Tarletonbeania crenularis,T.crenularis_2022_T18_9,Yes,Yes,,
2022,21,2022_21_202_1,Tarletonbeania crenularis,T.crenularis_2022_T21_1,Yes,Yes,,
2022,21,2022_21_202_10,Tarletonbeania crenularis,T.crenularis_2022_T21_10,Yes,Yes,,
2022,21,2022_21_202_2,Tarletonbeania crenularis,T.crenularis_2022_T21_2,Yes,Yes,,
2022,21,2022_21_202_3,Tarletonbeania crenularis,T.crenularis_2022_T21_3,Yes,Yes,,
2022,21,2022_21_202_4,Tarletonbeania crenularis,T.crenularis_2022_T21_4,Yes,Yes,,
2022,21,2022_21_202_5,Tarletonbeania crenularis,T.crenularis_2022_T21_5,Yes,Yes,,
2022,21,2022_21_202_6,Tarletonbeania crenularis,T.crenularis_2022_T21_6,Yes,Yes,,
2022,21,2022_21_202_7,Tarletonbeania crenularis,T.crenularis_2022_T21_7,Yes,Yes,,
2022,21,2022_21_202_8,Tarletonbeania crenularis,T.crenularis_2022_T21_8,Yes,Yes,,
2022,21,2022_21_202_9,Tarletonbeania crenularis,T.crenularis_2022_T21_9,Yes,Yes,,
2021,MQ,MQ_202_1,Tarletonbeania crenularis,T.crenularis_2021_MQ_1,No,NA,,I don't think any of these MQ_202 were barcoded
2021,MQ,MQ_202_10,Tarletonbeania crenularis,T.crenularis_2021_MQ_10,No,NA,,
2021,MQ,MQ_202_11,Tarletonbeania crenularis,T.crenularis_2021_MQ_11,No,NA,,
2021,MQ,MQ_202_12,Tarletonbeania crenularis,T.crenularis_2021_MQ_12,No,NA,,
2021,MQ,MQ_202_13,Tarletonbeania crenularis,T.crenularis_2021_MQ_13,No,NA,,
2021,MQ,MQ_202_14,Tarletonbeania crenularis,T.crenularis_2021_MQ_14,No,NA,,
2021,MQ,MQ_202_15,Tarletonbeania crenularis,T.crenularis_2021_MQ_15,No,NA,,
2021,MQ,MQ_202_16,Tarletonbeania crenularis,T.crenularis_2021_MQ_16,No,NA,,
2021,MQ,MQ_202_17,Tarletonbeania crenularis,T.crenularis_2021_MQ_17,No,NA,,
2021,MQ,MQ_202_18,Tarletonbeania crenularis,T.crenularis_2021_MQ_18,No,NA,,
2021,MQ,MQ_202_19,Tarletonbeania crenularis,T.crenularis_2021_MQ_19,No,NA,,
2021,MQ,MQ_202_2,Tarletonbeania crenularis,T.crenularis_2021_MQ_2,No,NA,,
2021,MQ,MQ_202_20,Tarletonbeania crenularis,T.crenularis_2021_MQ_20,No,NA,,
2021,MQ,MQ_202_21,Tarletonbeania crenularis,T.crenularis_2021_MQ_21,No,NA,,
2021,MQ,MQ_202_22,Tarletonbeania crenularis,T.crenularis_2021_MQ_22,No,NA,,
2021,MQ,MQ_202_23,Tarletonbeania crenularis,T.crenularis_2021_MQ_23,No,NA,,
2021,MQ,MQ_202_24,Tarletonbeania crenularis,T.crenularis_2021_MQ_24,No,NA,,
2021,MQ,MQ_202_25,Tarletonbeania crenularis,T.crenularis_2021_MQ_25,No,NA,,
2021,MQ,MQ_202_26,Tarletonbeania crenularis,T.crenularis_2021_MQ_26,No,NA,,
2021,MQ,MQ_202_27,Tarletonbeania crenularis,T.crenularis_2021_MQ_27,No,NA,,
2021,MQ,MQ_202_28,Tarletonbeania crenularis,T.crenularis_2021_MQ_28,No,NA,,
2021,MQ,MQ_202_29,Tarletonbeania crenularis,T.crenularis_2021_MQ_29,No,NA,,
2021,MQ,MQ_202_3,Tarletonbeania crenularis,T.crenularis_2021_MQ_3,No,NA,,
2021,MQ,MQ_202_30,Tarletonbeania crenularis,T.crenularis_2021_MQ_30,No,NA,,
2021,MQ,MQ_202_4,Tarletonbeania crenularis,T.crenularis_2021_MQ_4,No,NA,,
2021,MQ,MQ_202_5,Tarletonbeania crenularis,T.crenularis_2021_MQ_5,No,NA,,
2021,MQ,MQ_202_6,Tarletonbeania crenularis,T.crenularis_2021_MQ_6,No,NA,,
2021,MQ,MQ_202_7,Tarletonbeania crenularis,T.crenularis_2021_MQ_7,No,NA,,
2021,MQ,MQ_202_8,Tarletonbeania crenularis,T.crenularis_2021_MQ_8,No,NA,,
2021,MQ,MQ_202_9,Tarletonbeania crenularis,T.crenularis_2021_MQ_9,No,NA,,
